wellNum,ZaboyP,WellheadP,dailyDebit,pumpDepth,perforation,neftWellopVolumeWater,VolumeOilCoeff,SepOilWeight,PlastWaterWeight,GasFactor,OilSaturationP,PlastT,SepOilDynamicViscosity,GasDensity
1817,58,23,108,2870,3436,45,1.105,879,1015,34.8,62.7,86,0.035,1.044
